02/01/2009	PETR4	24,09	0,00	31/12/9999	
02/01/2009	PETRA16	8,82	15,32	19/01/2009	
02/01/2009	PETRA18	6,78	17,32	19/01/2009	
02/01/2009	PETRA20	4,83	19,32	19/01/2009	
02/01/2009	PETRA22	3,05	21,32	19/01/2009	
02/01/2009	PETRA24	1,48	23,32	19/01/2009	
02/01/2009	PETRA26	0,66	25,32	19/01/2009	
02/01/2009	PETRA28	0,20	27,32	19/01/2009	
02/01/2009	PETRA30	0,07	29,32	19/01/2009	
02/01/2009	PETRA32	0,02	31,32	19/01/2009	
02/01/2009	PETRB20	5,08	19,32	16/02/2009	
02/01/2009	PETRB22	3,77	21,32	16/02/2009	
02/01/2009	PETRB24	2,24	23,32	16/02/2009	
02/01/2009	PETRB26	1,37	25,32	16/02/2009	
02/01/2009	PETRB28	0,75	27,32	16/02/2009	
02/01/2009	PETRB30	0,38	29,32	16/02/2009	
05/01/2009	PETR4	24,94	0,00	31/12/9999	
05/01/2009	PETRA16	9,64	15,32	19/01/2009	
05/01/2009	PETRA18	7,66	17,32	19/01/2009	
05/01/2009	PETRA20	5,68	19,32	19/01/2009	
05/01/2009	PETRA22	3,77	21,32	19/01/2009	
05/01/2009	PETRA24	2,12	23,32	19/01/2009	
05/01/2009	PETRA26	1,04	25,32	19/01/2009	
05/01/2009	PETRA28	0,44	27,32	19/01/2009	
05/01/2009	PETRA30	0,15	29,32	19/01/2009	
05/01/2009	PETRA32	0,06	31,32	19/01/2009	
05/01/2009	PETRA34	0,03	33,32	19/01/2009	
05/01/2009	PETRB20	6,03	19,32	16/02/2009	
05/01/2009	PETRB22	4,40	21,32	16/02/2009	
05/01/2009	PETRB24	3,07	23,32	16/02/2009	
05/01/2009	PETRB26	1,90	25,32	16/02/2009	
05/01/2009	PETRB28	1,14	27,32	16/02/2009	
05/01/2009	PETRB30	0,62	29,32	16/02/2009	
05/01/2009	PETRB32	0,31	31,32	16/02/2009	
06/01/2009	PETR4	25,44	0,00	31/12/9999	
06/01/2009	PETRA16	10,15	15,32	19/01/2009	
06/01/2009	PETRA18	8,17	17,32	19/01/2009	
06/01/2009	PETRA20	6,25	19,32	19/01/2009	
06/01/2009	PETRA22	4,30	21,32	19/01/2009	
06/01/2009	PETRA24	2,58	23,32	19/01/2009	
06/01/2009	PETRA26	1,25	25,32	19/01/2009	
06/01/2009	PETRA28	0,51	27,32	19/01/2009	
06/01/2009	PETRA30	0,20	29,32	19/01/2009	
06/01/2009	PETRA32	0,08	31,32	19/01/2009	
06/01/2009	PETRA34	0,04	33,32	19/01/2009	
06/01/2009	PETRB20	6,63	19,32	16/02/2009	
06/01/2009	PETRB22	4,90	21,32	16/02/2009	
06/01/2009	PETRB24	3,38	23,32	16/02/2009	
06/01/2009	PETRB26	2,23	25,32	16/02/2009	
06/01/2009	PETRB28	1,31	27,32	16/02/2009	
06/01/2009	PETRB30	0,73	29,32	16/02/2009	
06/01/2009	PETRB32	0,38	31,32	16/02/2009	
06/01/2009	PETRB34	0,26	33,32	16/02/2009	
07/01/2009	PETR4	24,51	0,00	31/12/9999	
07/01/2009	PETRA16	9,17	15,32	19/01/2009	
07/01/2009	PETRA18	7,44	17,32	19/01/2009	
07/01/2009	PETRA20	5,20	19,32	19/01/2009	
07/01/2009	PETRA22	3,38	21,32	19/01/2009	
07/01/2009	PETRA24	1,83	23,32	19/01/2009	
07/01/2009	PETRA26	0,76	25,32	19/01/2009	
07/01/2009	PETRA28	0,28	27,32	19/01/2009	
07/01/2009	PETRA30	0,10	29,32	19/01/2009	
07/01/2009	PETRA32	0,04	31,32	19/01/2009	
07/01/2009	PETRA34	0,02	33,32	19/01/2009	
07/01/2009	PETRB18	7,39	17,32	16/02/2009	
07/01/2009	PETRB20	5,58	19,32	16/02/2009	
07/01/2009	PETRB22	4,04	21,32	16/02/2009	
07/01/2009	PETRB24	2,72	23,32	16/02/2009	
07/01/2009	PETRB26	1,68	25,32	16/02/2009	
07/01/2009	PETRB28	0,94	27,32	16/02/2009	
07/01/2009	PETRB30	0,49	29,32	16/02/2009	
08/01/2009	PETR4	24,76	0,00	31/12/9999	
08/01/2009	PETRA14	11,47	13,32	19/01/2009	
08/01/2009	PETRA16	9,40	15,32	19/01/2009	
08/01/2009	PETRA18	7,65	17,32	19/01/2009	
08/01/2009	PETRA20	5,66	19,32	19/01/2009	
08/01/2009	PETRA22	3,68	21,32	19/01/2009	
08/01/2009	PETRA24	1,91	23,32	19/01/2009	
08/01/2009	PETRA26	0,81	25,32	19/01/2009	
08/01/2009	PETRA28	0,27	27,32	19/01/2009	
08/01/2009	PETRA30	0,09	29,32	19/01/2009	
08/01/2009	PETRA32	0,04	31,32	19/01/2009	
08/01/2009	PETRB20	5,75	19,32	16/02/2009	
08/01/2009	PETRB22	4,21	21,32	16/02/2009	
08/01/2009	PETRB24	2,86	23,32	16/02/2009	
08/01/2009	PETRB26	1,78	25,32	16/02/2009	
08/01/2009	PETRB28	1,02	27,32	16/02/2009	
08/01/2009	PETRB30	0,54	29,32	16/02/2009	
09/01/2009	PETR4	25,47	0,00	31/12/9999	
09/01/2009	PETRA18	8,28	17,32	19/01/2009	
09/01/2009	PETRA20	6,24	19,32	19/01/2009	
09/01/2009	PETRA22	4,40	21,32	19/01/2009	
09/01/2009	PETRA24	2,55	23,32	19/01/2009	
09/01/2009	PETRA26	1,10	25,32	19/01/2009	
09/01/2009	PETRA27	0,50	26,32	19/01/2009	
09/01/2009	PETRA28	0,40	27,32	19/01/2009	
09/01/2009	PETRA30	0,15	29,32	19/01/2009	
09/01/2009	PETRA32	0,06	31,32	19/01/2009	
09/01/2009	PETRA34	0,02	33,32	19/01/2009	
09/01/2009	PETRB18	8,25	17,32	16/02/2009	
09/01/2009	PETRB20	6,64	19,32	16/02/2009	
09/01/2009	PETRB22	4,85	21,32	16/02/2009	
09/01/2009	PETRB24	3,35	23,32	16/02/2009	
09/01/2009	PETRB26	2,12	25,32	16/02/2009	
09/01/2009	PETRB28	1,28	27,32	16/02/2009	
09/01/2009	PETRB30	0,70	29,32	16/02/2009	
09/01/2009	PETRB32	0,37	31,32	16/02/2009	
12/01/2009	PETR4	24,08	0,00	31/12/9999	
12/01/2009	PETRA16	8,99	15,32	19/01/2009	
12/01/2009	PETRA18	6,91	17,32	19/01/2009	
12/01/2009	PETRA20	4,98	19,32	19/01/2009	
12/01/2009	PETRA22	2,99	21,32	19/01/2009	
12/01/2009	PETRA24	1,32	23,32	19/01/2009	
12/01/2009	PETRA26	0,44	25,32	19/01/2009	
12/01/2009	PETRA28	0,15	27,32	19/01/2009	
12/01/2009	PETRA30	0,05	29,32	19/01/2009	
12/01/2009	PETRA32	0,02	31,32	19/01/2009	
12/01/2009	PETRB18	7,18	17,32	16/02/2009	
12/01/2009	PETRB20	5,28	19,32	16/02/2009	
12/01/2009	PETRB22	3,66	21,32	16/02/2009	
12/01/2009	PETRB24	2,37	23,32	16/02/2009	
12/01/2009	PETRB26	1,42	25,32	16/02/2009	
12/01/2009	PETRB28	0,80	27,32	16/02/2009	
12/01/2009	PETRB30	0,45	29,32	16/02/2009	
12/01/2009	PETRB32	0,24	31,32	16/02/2009	
12/01/2009	PETRB34	0,14	33,32	16/02/2009	
12/01/2009	PETRC24	3,14	23,32	16/03/2009	
13/01/2009	PETR4	24,06	0,00	31/12/9999	
13/01/2009	PETRA18	6,77	17,32	19/01/2009	
13/01/2009	PETRA20	4,71	19,32	19/01/2009	
13/01/2009	PETRA22	2,88	21,32	19/01/2009	
13/01/2009	PETRA24	1,19	23,32	19/01/2009	
13/01/2009	PETRA26	0,31	25,32	19/01/2009	
13/01/2009	PETRA28	0,09	27,32	19/01/2009	
13/01/2009	PETRA30	0,03	29,32	19/01/2009	
13/01/2009	PETRB18	7,02	17,32	16/02/2009	
13/01/2009	PETRB20	5,01	19,32	16/02/2009	
13/01/2009	PETRB22	3,48	21,32	16/02/2009	
13/01/2009	PETRB24	2,22	23,32	16/02/2009	
13/01/2009	PETRB26	1,32	25,32	16/02/2009	
13/01/2009	PETRB28	0,73	27,32	16/02/2009	
13/01/2009	PETRB30	0,37	29,32	16/02/2009	
13/01/2009	PETRB32	0,20	31,32	16/02/2009	
13/01/2009	PETRB34	0,10	33,32	16/02/2009	
13/01/2009	PETRC24	2,87	23,32	16/03/2009	
13/01/2009	PETRC26	2,07	25,32	16/03/2009	
14/01/2009	PETR4	23,48	0,00	31/12/9999	
14/01/2009	PETRA16	8,09	15,32	19/01/2009	
14/01/2009	PETRA18	6,22	17,32	19/01/2009	
14/01/2009	PETRA20	4,30	19,32	19/01/2009	
14/01/2009	PETRA22	2,38	21,32	19/01/2009	
14/01/2009	PETRA24	0,85	23,32	19/01/2009	
14/01/2009	PETRA26	0,19	25,32	19/01/2009	
14/01/2009	PETRA28	0,04	27,32	19/01/2009	
14/01/2009	PETRA30	0,01	29,32	19/01/2009	
14/01/2009	PETRA32	0,01	31,32	19/01/2009	
14/01/2009	PETRB18	6,28	17,32	16/02/2009	
14/01/2009	PETRB20	4,64	19,32	16/02/2009	
14/01/2009	PETRB22	3,15	21,32	16/02/2009	
14/01/2009	PETRB24	1,97	23,32	16/02/2009	
14/01/2009	PETRB26	1,15	25,32	16/02/2009	
14/01/2009	PETRB28	0,60	27,32	16/02/2009	
14/01/2009	PETRB30	0,31	29,32	16/02/2009	
14/01/2009	PETRB32	0,16	31,32	16/02/2009	
15/01/2009	PETR4	23,20	0,00	31/12/9999	
15/01/2009	PETRA16	7,78	15,32	19/01/2009	
15/01/2009	PETRA18	5,90	17,32	19/01/2009	
15/01/2009	PETRA20	3,90	19,32	19/01/2009	
15/01/2009	PETRA22	2,06	21,32	19/01/2009	
15/01/2009	PETRA24	0,53	23,32	19/01/2009	
15/01/2009	PETRA26	0,09	25,32	19/01/2009	
15/01/2009	PETRA28	0,02	27,32	19/01/2009	
15/01/2009	PETRA30	0,01	29,32	19/01/2009	
15/01/2009	PETRB18	6,08	17,32	16/02/2009	
15/01/2009	PETRB20	4,36	19,32	16/02/2009	
15/01/2009	PETRB22	2,91	21,32	16/02/2009	
15/01/2009	PETRB24	1,78	23,32	16/02/2009	
15/01/2009	PETRB26	1,01	25,32	16/02/2009	
15/01/2009	PETRB28	0,53	27,32	16/02/2009	
15/01/2009	PETRB30	0,26	29,32	16/02/2009	
15/01/2009	PETRB32	0,13	31,32	16/02/2009	
15/01/2009	PETRB34	0,07	33,32	16/02/2009	
15/01/2009	PETRC24	2,37	23,32	16/03/2009	
15/01/2009	PETRC26	1,55	25,32	16/03/2009	
16/01/2009	PETR4	24,28	0,00	31/12/9999	
16/01/2009	PETRA16	9,12	15,32	19/01/2009	
16/01/2009	PETRA18	7,02	17,32	19/01/2009	
16/01/2009	PETRA20	4,97	19,32	19/01/2009	
16/01/2009	PETRA22	2,97	21,32	19/01/2009	
16/01/2009	PETRA24	1,01	23,32	19/01/2009	
16/01/2009	PETRA26	0,11	25,32	19/01/2009	
