02/01/2007	PETR4	49,99	0,00	31/12/9999	
02/01/2007	PETRA44	7,36	42,77	15/01/2007	
02/01/2007	PETRA46	5,36	44,77	15/01/2007	
02/01/2007	PETRA48	3,47	46,77	15/01/2007	
02/01/2007	PETRA50	2,17	48,19	15/01/2007	
02/01/2007	PETRA52	0,61	50,77	15/01/2007	
02/01/2007	PETRA54	0,12	53,62	15/01/2007	
02/01/2007	PETRA56	0,03	55,62	15/01/2007	
02/01/2007	PETRB46	4,98	45,62	12/02/2007	
02/01/2007	PETRB48	3,35	47,62	12/02/2007	
02/01/2007	PETRB50	2,05	49,62	12/02/2007	
02/01/2007	PETRB52	1,12	51,62	12/02/2007	
02/01/2007	PETRB54	0,51	53,62	12/02/2007	
02/01/2007	PETRB56	0,21	55,62	12/02/2007	
03/01/2007	PETR4	49,51	0,00	31/12/9999	
03/01/2007	PETRA44	7,20	42,77	15/01/2007	
03/01/2007	PETRA46	5,12	44,77	15/01/2007	
03/01/2007	PETRA48	3,14	46,77	15/01/2007	
03/01/2007	PETRA50	1,92	48,19	15/01/2007	
03/01/2007	PETRA52	0,52	50,77	15/01/2007	
03/01/2007	PETRA54	0,09	53,62	15/01/2007	
03/01/2007	PETRA56	0,02	55,62	15/01/2007	
03/01/2007	PETRB46	5,11	45,62	12/02/2007	
03/01/2007	PETRB48	3,14	47,62	12/02/2007	
03/01/2007	PETRB50	1,93	49,62	12/02/2007	
03/01/2007	PETRB52	1,12	51,62	12/02/2007	
03/01/2007	PETRB54	0,49	53,62	12/02/2007	
03/01/2007	PETRB56	0,21	55,62	12/02/2007	
04/01/2007	PETR4	48,04	0,00	31/12/9999	
04/01/2007	PETRA42	7,61	40,77	15/01/2007	
04/01/2007	PETRA44	5,57	42,77	15/01/2007	
04/01/2007	PETRA46	3,72	44,77	15/01/2007	
04/01/2007	PETRA48	2,04	46,77	15/01/2007	
04/01/2007	PETRA50	1,01	48,19	15/01/2007	
04/01/2007	PETRA52	0,21	50,77	15/01/2007	
04/01/2007	PETRA54	0,04	53,62	15/01/2007	
04/01/2007	PETRA56	0,01	55,62	15/01/2007	
04/01/2007	PETRB44	5,50	43,62	12/02/2007	
04/01/2007	PETRB46	3,57	45,62	12/02/2007	
04/01/2007	PETRB48	2,35	47,62	12/02/2007	
04/01/2007	PETRB50	1,34	49,62	12/02/2007	
04/01/2007	PETRB52	0,70	51,62	12/02/2007	
04/01/2007	PETRB54	0,32	53,62	12/02/2007	
04/01/2007	PETRB56	0,13	55,62	12/02/2007	
05/01/2007	PETR4	46,77	0,00	31/12/9999	
05/01/2007	PETRA42	6,34	40,77	15/01/2007	
05/01/2007	PETRA44	4,20	42,77	15/01/2007	
05/01/2007	PETRA46	2,54	44,77	15/01/2007	
05/01/2007	PETRA48	1,10	46,77	15/01/2007	
05/01/2007	PETRA50	0,50	48,19	15/01/2007	
05/01/2007	PETRA52	0,11	50,77	15/01/2007	
05/01/2007	PETRA54	0,02	53,62	15/01/2007	
05/01/2007	PETRB44	4,30	43,62	12/02/2007	
05/01/2007	PETRB46	2,95	45,62	12/02/2007	
05/01/2007	PETRB48	1,77	47,62	12/02/2007	
05/01/2007	PETRB50	1,01	49,62	12/02/2007	
05/01/2007	PETRB52	0,51	51,62	12/02/2007	
05/01/2007	PETRB54	0,25	53,62	12/02/2007	
05/01/2007	PETRB56	0,10	55,62	12/02/2007	
08/01/2007	PETR4	46,55	0,00	31/12/9999	
08/01/2007	PETRA44	4,03	42,77	15/01/2007	
08/01/2007	PETRA46	2,08	44,77	15/01/2007	
08/01/2007	PETRA48	0,70	46,77	15/01/2007	
08/01/2007	PETRA50	0,20	48,19	15/01/2007	
08/01/2007	PETRA52	0,03	50,77	15/01/2007	
08/01/2007	PETRA54	0,01	53,62	15/01/2007	
08/01/2007	PETRB44	3,91	43,62	12/02/2007	
08/01/2007	PETRB46	2,35	45,62	12/02/2007	
08/01/2007	PETRB48	1,46	47,62	12/02/2007	
08/01/2007	PETRB50	0,81	49,62	12/02/2007	
08/01/2007	PETRB52	0,39	51,62	12/02/2007	
08/01/2007	PETRB54	0,18	53,62	12/02/2007	
08/01/2007	PETRB56	0,07	55,62	12/02/2007	
09/01/2007	PETR4	45,43	0,00	31/12/9999	
09/01/2007	PETRA42	4,71	40,77	15/01/2007	
09/01/2007	PETRA44	2,77	42,77	15/01/2007	
09/01/2007	PETRA46	1,18	44,77	15/01/2007	
09/01/2007	PETRA48	0,28	46,77	15/01/2007	
09/01/2007	PETRA50	0,06	48,19	15/01/2007	
09/01/2007	PETRA52	0,01	50,77	15/01/2007	
09/01/2007	PETRB42	4,68	41,62	12/02/2007	
09/01/2007	PETRB44	2,82	43,62	12/02/2007	
09/01/2007	PETRB46	1,84	45,62	12/02/2007	
09/01/2007	PETRB48	0,99	47,62	12/02/2007	
09/01/2007	PETRB50	0,49	49,62	12/02/2007	
09/01/2007	PETRB52	0,21	51,62	12/02/2007	
09/01/2007	PETRB54	0,09	53,62	12/02/2007	
09/01/2007	PETRB56	0,04	55,62	12/02/2007	
10/01/2007	PETR4	44,85	0,00	31/12/9999	
10/01/2007	PETRA42	4,27	40,77	15/01/2007	
10/01/2007	PETRA44	2,34	42,77	15/01/2007	
10/01/2007	PETRA46	0,81	44,77	15/01/2007	
10/01/2007	PETRA48	0,11	46,77	15/01/2007	
10/01/2007	PETRA50	0,01	48,19	15/01/2007	
10/01/2007	PETRA52	0,01	50,77	15/01/2007	
10/01/2007	PETRB42	4,23	41,62	12/02/2007	
10/01/2007	PETRB44	2,70	43,62	12/02/2007	
10/01/2007	PETRB46	1,55	45,62	12/02/2007	
10/01/2007	PETRB48	0,79	47,62	12/02/2007	
10/01/2007	PETRB50	0,36	49,62	12/02/2007	
10/01/2007	PETRB52	0,15	51,62	12/02/2007	
10/01/2007	PETRB54	0,06	53,62	12/02/2007	
11/01/2007	PETR4	45,52	0,00	31/12/9999	
11/01/2007	PETRA42	4,64	40,77	15/01/2007	
11/01/2007	PETRA44	2,86	42,77	15/01/2007	
11/01/2007	PETRA46	0,95	44,77	15/01/2007	
11/01/2007	PETRA48	0,13	46,77	15/01/2007	
11/01/2007	PETRA50	0,01	48,19	15/01/2007	
11/01/2007	PETRB42	4,81	41,62	12/02/2007	
11/01/2007	PETRB44	2,98	43,62	12/02/2007	
11/01/2007	PETRB46	1,78	45,62	12/02/2007	
11/01/2007	PETRB48	0,90	47,62	12/02/2007	
11/01/2007	PETRB50	0,39	49,62	12/02/2007	
11/01/2007	PETRB52	0,15	51,62	12/02/2007	
11/01/2007	PETRB54	0,06	53,62	12/02/2007	
11/01/2007	PETRB56	0,03	55,62	12/02/2007	
12/01/2007	PETR4	45,16	0,00	31/12/9999	
12/01/2007	PETRA42	4,38	40,77	15/01/2007	
12/01/2007	PETRA44	2,44	42,77	15/01/2007	
12/01/2007	PETRA46	0,62	44,77	15/01/2007	
12/01/2007	PETRA48	0,03	46,77	15/01/2007	
12/01/2007	PETRA50	0,01	48,19	15/01/2007	
12/01/2007	PETRB42	4,30	41,62	12/02/2007	
12/01/2007	PETRB44	2,83	43,62	12/02/2007	
12/01/2007	PETRB46	1,63	45,62	12/02/2007	
12/01/2007	PETRB48	0,79	47,62	12/02/2007	
12/01/2007	PETRB50	0,34	49,62	12/02/2007	
12/01/2007	PETRB52	0,14	51,62	12/02/2007	
12/01/2007	PETRB54	0,05	53,62	12/02/2007	
15/01/2007	PETR4	45,43	0,00	31/12/9999	
15/01/2007	PETRA42E	40,77	40,77	15/01/2007	
15/01/2007	PETRA44	2,79	42,77	15/01/2007	
15/01/2007	PETRA44E	42,77	42,77	15/01/2007	
15/01/2007	PETRA46	0,79	44,77	15/01/2007	
15/01/2007	PETRA46E	44,77	44,77	15/01/2007	
15/01/2007	PETRA48	0,01	46,77	15/01/2007	
15/01/2007	PETRB42	4,47	41,62	12/02/2007	
15/01/2007	PETRB44	2,94	43,62	12/02/2007	
15/01/2007	PETRB46	1,68	45,62	12/02/2007	
15/01/2007	PETRB48	0,81	47,62	12/02/2007	
15/01/2007	PETRB50	0,34	49,62	12/02/2007	
15/01/2007	PETRB52	0,14	51,62	12/02/2007	
15/01/2007	PETRB54	0,05	53,62	12/02/2007	
15/01/2007	PETRC46	2,54	45,62	19/03/2007	
15/01/2007	PETRC48	1,63	47,62	19/03/2007	
15/01/2007	PETRC50	0,90	49,62	19/03/2007	
16/01/2007	PETR4	44,31	0,00	31/12/9999	
16/01/2007	PETRB40	5,29	39,62	12/02/2007	
16/01/2007	PETRB42	3,49	41,62	12/02/2007	
16/01/2007	PETRB44	2,02	43,62	12/02/2007	
16/01/2007	PETRB46	1,00	45,62	12/02/2007	
16/01/2007	PETRB48	0,44	47,62	12/02/2007	
16/01/2007	PETRB50	0,17	49,62	12/02/2007	
16/01/2007	PETRB52	0,06	51,62	12/02/2007	
16/01/2007	PETRB54	0,03	53,62	12/02/2007	
16/01/2007	PETRC46	1,85	45,62	19/03/2007	
16/01/2007	PETRC48	1,09	47,62	19/03/2007	
16/01/2007	PETRC50	0,55	49,62	19/03/2007	
17/01/2007	PETR4	44,10	0,00	31/12/9999	
17/01/2007	PETRB40	4,90	39,62	12/02/2007	
17/01/2007	PETRB42	3,26	41,62	12/02/2007	
17/01/2007	PETRB44	1,86	43,62	12/02/2007	
17/01/2007	PETRB46	0,87	45,62	12/02/2007	
17/01/2007	PETRB48	0,35	47,62	12/02/2007	
17/01/2007	PETRB50	0,12	49,62	12/02/2007	
17/01/2007	PETRB52	0,04	51,62	12/02/2007	
17/01/2007	PETRB54	0,02	53,62	12/02/2007	
17/01/2007	PETRB56	0,01	55,62	12/02/2007	
17/01/2007	PETRC46	1,70	45,62	19/03/2007	
17/01/2007	PETRC48	0,98	47,62	19/03/2007	
17/01/2007	PETRC50	0,47	49,62	19/03/2007	
18/01/2007	PETR4	44,03	0,00	31/12/9999	
18/01/2007	PETRB40	4,95	39,62	12/02/2007	
18/01/2007	PETRB42	3,08	41,62	12/02/2007	
18/01/2007	PETRB44	1,70	43,62	12/02/2007	
18/01/2007	PETRB46	0,79	45,62	12/02/2007	
18/01/2007	PETRB48	0,30	47,62	12/02/2007	
18/01/2007	PETRB50	0,10	49,62	12/02/2007	
18/01/2007	PETRB52	0,04	51,62	12/02/2007	
18/01/2007	PETRB54	0,02	53,62	12/02/2007	
18/01/2007	PETRC44	2,40	44,00	19/03/2007	
18/01/2007	PETRC46	1,55	45,62	19/03/2007	
18/01/2007	PETRC48	0,88	47,62	19/03/2007	
18/01/2007	PETRC50	0,48	49,62	19/03/2007	
19/01/2007	PETR4	44,30	0,00	31/12/9999	
19/01/2007	PETRB40	4,97	39,62	12/02/2007	
19/01/2007	PETRB42	3,44	41,62	12/02/2007	
19/01/2007	PETRB44	1,89	43,62	12/02/2007	
19/01/2007	PETRB46	0,87	45,62	12/02/2007	
19/01/2007	PETRB48	0,31	47,62	12/02/2007	
